fold,model,score,loss,roc_auc,fit_predict_time
1,AutoGluon_Tabular_with_text,0.7316666666666667,0.84593604256566,0.9577165449793259,373.6572976112366
1,AutoGluon_Tabular_without_text,0.6466666666666666,1.3461962060489743,0.9269189026783613,387.94432759284973
2,AutoGluon_Tabular_with_text,0.74,0.9321689009288198,0.9492281729928609,373.77679777145386
2,AutoGluon_Tabular_without_text,0.6183333333333333,1.1774305307288315,0.9145930742405387,360.1573362350464
3,AutoGluon_Tabular_with_text,0.7416666666666667,0.8996367493515897,0.9556472319992796,368.9996495246887
3,AutoGluon_Tabular_without_text,0.65,1.1123463893896177,0.9279433585079285,359.22763180732727
4,AutoGluon_Tabular_with_text,0.7283333333333334,0.8176011612390048,0.9596305701543875,372.65066027641296
4,AutoGluon_Tabular_without_text,0.6283333333333333,1.1638563995021394,0.9172181704774246,362.654084444046
5,AutoGluon_Tabular_with_text,0.7316666666666667,0.8586826963010584,0.9571871650192474,372.00753831863403
5,AutoGluon_Tabular_without_text,0.635,1.1143441959378069,0.925110748320334,362.0258438587189
