fold,model,score,loss,roc_auc,fit_predict_time
1,AutoGluon_Tabular_with_text,0.565413236618042,763.2356567382812,,378.55719017982483
1,AutoGluon_Tabular_without_text,0.6232197284698486,710.6641845703125,,368.1866760253906
2,AutoGluon_Tabular_with_text,0.5855531692504883,662.688232421875,,363.0567605495453
2,AutoGluon_Tabular_without_text,0.5742971897125244,671.6268920898438,,375.90788865089417
3,AutoGluon_Tabular_with_text,0.2941738963127136,1551.9276123046875,,391.8164093494415
3,AutoGluon_Tabular_without_text,0.4597523808479309,1357.7474365234375,,387.1200692653656
4,AutoGluon_Tabular_with_text,0.7201818823814392,534.4646606445312,,361.910719871521
4,AutoGluon_Tabular_without_text,0.7785619497299194,475.4525451660156,,377.40246057510376
5,AutoGluon_Tabular_with_text,0.5213359594345093,858.5359497070312,,401.5277056694031
5,AutoGluon_Tabular_without_text,0.6949195861816406,685.4097290039062,,387.9060232639313
