fold,model,score,loss,roc_auc,fit_predict_time
1,AutoGluon_Tabular_with_text,0.5316666666666666,0.6834963259491583,0.5786613113185504,396.98737621307373
1,AutoGluon_Tabular_without_text,0.555,0.6887761855524441,0.5517417861791964,389.8196482658386
2,AutoGluon_Tabular_with_text,0.5733333333333334,0.6793756289642713,0.5944501244665719,409.95697951316833
2,AutoGluon_Tabular_without_text,0.56,0.684213854448741,0.5785306276671407,387.66312527656555
3,AutoGluon_Tabular_with_text,0.5483333333333333,0.6841179059833089,0.5741999465145302,395.81525111198425
3,AutoGluon_Tabular_without_text,0.515,0.6934431215495909,0.5371389730789802,390.52166533470154
4,AutoGluon_Tabular_with_text,0.5683333333333334,0.6831325628339703,0.5805625174046226,394.9715144634247
4,AutoGluon_Tabular_without_text,0.5383333333333333,0.6850436060190688,0.5699415204678362,388.06204986572266
5,AutoGluon_Tabular_with_text,0.575,0.6781987788818263,0.5883290247816011,404.6433608531952
5,AutoGluon_Tabular_without_text,0.5516666666666666,0.6824188136646709,0.586735603494384,387.71211099624634
