fold,model,score,loss,roc_auc,fit_predict_time
1,AutoGluon_Tabular_with_text,0.7135231316725978,1.0246299159797099,0.8237332282900592,373.54657196998596
1,AutoGluon_Tabular_without_text,0.6850533807829181,1.1075068868010391,0.7950099237453622,386.6725571155548
2,AutoGluon_Tabular_with_text,0.6921708185053381,1.11613071244646,0.8215363159959834,369.7547388076782
2,AutoGluon_Tabular_without_text,0.6334519572953736,1.2521233873447275,0.7550593355368256,365.60180497169495
3,AutoGluon_Tabular_with_text,0.7241992882562278,0.9939247242408575,0.8381592484156861,368.4423065185547
3,AutoGluon_Tabular_without_text,0.6761565836298933,1.1146539347913806,0.78781489737476,361.94686341285706
4,AutoGluon_Tabular_with_text,0.7064056939501779,1.0672000905664307,0.8260183358650914,370.3293948173523
4,AutoGluon_Tabular_without_text,0.6601423487544484,1.2074704687000735,0.7585989120304042,363.25610518455505
5,AutoGluon_Tabular_with_text,0.6637010676156584,1.1322475168088246,0.8299431632426337,366.11359906196594
5,AutoGluon_Tabular_without_text,0.6209964412811388,1.2478566482934421,0.7739984330245383,360.915189743042
