fold,model,score,loss,roc_auc,fit_predict_time
1,AutoGluon_Tabular_with_text,0.7966666666666666,0.47285400467801963,0.8567184770636078,394.7377517223358
1,AutoGluon_Tabular_without_text,0.6966666666666667,0.5694633297638592,0.7833587378586766,389.3316578865051
2,AutoGluon_Tabular_with_text,0.7966666666666666,0.42467901919302525,0.8852351529160739,383.33244347572327
2,AutoGluon_Tabular_without_text,0.73,0.540851448412827,0.8060321834992887,379.581600189209
3,AutoGluon_Tabular_with_text,0.7566666666666667,0.4742367943372699,0.8510429666607239,389.93793296813965
3,AutoGluon_Tabular_without_text,0.705,0.5662847927700457,0.7778013014797647,380.77378487586975
4,AutoGluon_Tabular_with_text,0.7716666666666666,0.4688827534375772,0.8588248398774714,392.085590839386
4,AutoGluon_Tabular_without_text,0.6866666666666666,0.5770444514390389,0.7638206627680311,381.8855061531067
5,AutoGluon_Tabular_with_text,0.7583333333333333,0.46866087376884746,0.8608820645391335,391.5595898628235
5,AutoGluon_Tabular_without_text,0.6783333333333333,0.5871022701376739,0.7530308432875736,375.1767852306366
