fold,model,score,loss,roc_auc,fit_predict_time
1,TabPFN_v2API_with_text,0.2838271373227945,26.875048646504567,,15.842055320739746
1,TabPFN_v2API_without_text,-0.02143759388219979,32.095655341550994,,18.11563277244568
2,TabPFN_v2API_with_text,0.3004641414563951,21.111348426068954,,26.59459614753723
2,TabPFN_v2API_without_text,0.020871443520342203,24.976457521196103,,17.70713710784912
3,TabPFN_v2API_with_text,0.2433732846915143,25.646991648168843,,32.20326614379883
3,TabPFN_v2API_without_text,0.03424989771776321,28.975302324930624,,17.01835012435913
4,TabPFN_v2API_with_text,0.13546703977165941,48.443193529995845,,15.557982206344604
4,TabPFN_v2API_without_text,-0.01081099913170025,52.38138379999861,,47.06325602531433
5,TabPFN_v2API_with_text,0.3488213724036495,23.8945444219651,,16.10967516899109
5,TabPFN_v2API_without_text,0.03748159065064738,29.050472994422872,,17.60907220840454
